epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.65061,1.04832,2.6477,1.38286,0.78905,0.81649,0.88867,0.63394,1.43527,1.41028,1.28492,0.000119,0.000119,0.000119
